Дата;Количество звезд;Комментарий;Лайки;Дизлайки
2022-08-22 14:24:34;5;Тушь очень хорошая, рекомендую. Заказываю здесь уже второй раз и меня не подвели. Цена дешевле, чем покупать в магазине у себя по месту..;0;0
2022-08-22 11:29:14;5;Отличная тушь!;0;0
2022-08-22 10:01:26;5;Пользуюсь данной тушью лет 10 уже. Очень хорошая, я ее обожаю, на wb покупаю уже пятый раз, всегда все хорошо, не понимаю отрицательных отзывов.;1;0
2022-08-22 07:21:05;5;Вот что я давно искала, не склеивает ресницы, просто вау, спасибо;0;0
2022-08-22 01:53:31;5;Тушь супер;0;0
2022-08-22 01:47:57;5;Очень классная тушь , боялась что будет не очень но теперь это мой фаворит , для прямых  и густых ресниц это просто находка , очень хорошо разделяет реснички ;3;1
2022-08-21 22:51:54;3;Пришла  открытая;1;0
2022-08-21 22:01:06;5;Тушь свежая! Всё  устраивает!;0;0
2022-08-21 21:59:45;5;Тушь супер! Всегда её беру. ;0;0
2022-08-21 20:25:46;5;Не ожидала такого потрясающего эффекта от туши пришедшей не только без упаковки, но даже и не заклеенной. Но отлично ложится, разделяет ресницы и держится отлично до вечера, несмотря на жару!!!;1;0
2022-08-21 20:19:27;1;Тушь пришла бракованная, упаковка нарушена, грязная, поцарапанная, краска местами облезла, липкая. ;0;0
2022-08-21 20:18:58;4;Туш крутая, но продавцы, не клейте эту наклейку прямо на товар блин! ;2;1
2022-08-21 19:20:05;5;Дешевле, чем в магазине. Всё соответсвует;2;0
2022-08-21 18:34:47;5;Подделка но не плохая,посмотрим на сколько хватит.;1;3
2022-08-21 17:12:47;1;Подделка такие деньги отдать, я разочарована, а кисточка так вообще ужас;0;3
2022-08-21 17:06:51;5;Качество понравилось. Очень похоже на оригинал. ;0;0
2022-08-21 16:23:33;5;Хорошо увлажняет и снимает отеки;0;4
2022-08-21 16:07:55;5;Самая классная тушь,берут 5 раз.Цена огонь.;1;0
2022-08-21 15:16:30;5;Всегда пользуюсь этой тушью!Брала в магазине за 917₽,тут за 512₽!Хорошая,удлиняющая,не сухая!Советую!;4;0
2022-08-21 15:13:17;1;Товар был без дополнительной упаковки, похоже что уже потльзовались, был вскрыт.;0;1
2022-08-21 13:06:54;5;Много лет пользуюсь только ей💗 к качеству и упаковке нареканий нет - оригинал упакован в плёнку, срок 04.04.25, пришла быстро.;1;0
2022-08-21 10:19:31;2;Упаковка открыта;0;1
2022-08-21 08:44:19;5;Отличная тушь.;0;0
2022-08-21 07:31:30;5;Тушь хорошая, свежая. Беру ее не в первый раз, мои коротышки-ресницы удлинняет на ура! Да, немного склеиваются, но это поправимо. Поэтому беру для удлиннения только ее. Ни один бренд туши, продающихся в сетевых магазинах, так все равно НЕ удлинняет.;2;0
2022-08-21 06:44:38;4;Пользуюсь очень давно. Идеально разделяет и подкручивает даже самые прямые ресницы. НО! Красить нужно оочень аккуратно. Если нанести сразу несколько слоев, ресницы рискуют превратиться в «паучьи лапки» Плюс ко всему достаточно быстро высыхает. ;1;0
2022-08-20 16:08:24;5;Удлиняющая тушь, пользуюсь очень давно, разделяет и удлиняет ресницы, силиконовая кисточка.;1;0
2022-08-20 15:46:53;5;Все хорошо. Пришла без упаковки. Но в магазине косметиаи, сказали, что к ним так же приходит, в упаковке штук 10-12. А так все хорошо. До этого брала ее в магазине, ни чем не отличается.;2;0
2022-08-20 14:44:21;5;Хорошая и небольшие деньги;1;0
2022-08-20 13:46:58;5;Тушь,то что надо!Спасибо.;0;0
2022-08-20 13:31:28;4;Тушь отличная, ресничка к ресничке, беру не в первый раз, хватает на долго,   буду брать ещё, но единственный минус, что не нравиться она ни как не упакована, за это минус 1 звезда.;2;2
2022-08-20 12:58:31;5;Хорошая тушь, мне понравилась)));1;0
2022-08-20 12:14:25;5;Тушь  пришла запакованная, свежая. Я довольна;2;0
2022-08-20 12:02:20;1;Туш плахой нет никаких обьёма;0;1
2022-08-20 08:20:44;1;Отказ, пришла без упаковки;3;4
2022-08-20 02:10:30;5;10 лет ей пользуюсь, тушь отвечает вчем моим параметрам и не вызывает аллергии;0;0
2022-08-20 01:41:36;5;Любимая тушь качество 👍;2;0
2022-08-19 23:35:15;1;Явная подделка, нет слюды, кисть до конца не закручивается, ресницы слипаются, как у плохой дешевой туши, через полдня всё расплывается под глазами. Очень много лет пользуюсь только Лореаль Телескопик, при первом же нанесении этой дряни поняла, что не то, от слова СОВСЕМ. Поленилась идти в магазин, получила отсутствие нормальной туши и потерю более 600 рублей. ;1; 
2022-08-19 23:02:54;5;Тушь- 💣.  Рекомендую.;0;0
2022-08-19 22:36:45;5;Нормально 👍🏻👍🏻👍🏻;0;0
2022-08-19 21:52:25;5;Всё чётко!;0;0
2022-08-19 21:05:45;5;Классная тушь 🦄🦄;0;0
2022-08-19 19:59:47;5;Все гуд, классная тушь;0;0
2022-08-19 19:47:13;1;Тушь пришла без упаковки. Такое чувство, что кто-то воспользовался.;2;2
2022-08-19 19:23:36;5;Тушь оригинальная и с приятной скидкой! Пришла очень быстро! Упакована в пакет, при этом никаких повреждений тубы нет. Спасибо ВБ! ;1;0
2022-08-19 18:28:00;5;"Тушь просто бомба,огонь 🎇🎇🎇 сколько я денег потратила чтоб найти.
И наконец я нашла👍спасибо большое всем девушкам советую!!! И не слушайте плохие отзывы. Берите не пожалеете!";6;0
2022-08-19 16:18:03;1;Вообще ничего общего с оригиналом;6;2
2022-08-19 15:13:21;3;"Тушь пришла вообще без какой либо упаковки, от слова ""совсем""";1;2
2022-08-19 12:59:20;2;Не оригинал. Оформление отличается. Первый раз вижу тушь абсолютно без защиты, откручивай и пользуйся.;2;2
2022-08-19 12:58:33;2;Тушь пришла без упаковки , вскрытая, поцарапаная , отказ;2;1
2022-08-19 12:41:12;1;Тушь пришла без упаковки! Вскрыта! Сухая!;4;1
2022-08-19 12:19:47;5;Тушь пришла без упаковки, но это ни чего страшного. На деле пока не пробовала. Позже добавлю комментарий.;2;6
2022-08-19 11:39:18;1;Тушь без упаковки и не запечатанная! Открыла,а она высохшая! Ужас! Не советую;8;2
2022-08-19 11:02:31;5;++++👍👍👍👍++++;1;2
2022-08-19 09:53:46;1;Подделка 100%, даже буквы у слова L’Oreal  напечатаны неровно, и шрифт букв жирнее, чем  у туши оригинальной , купленной в нормальном магазине.;1; 
2022-08-19 09:24:13;4;Снижаю одну звезду за упаковку...можно было и в пакет положить.А так тушь хорошая,рекомендую!;2;0
2022-08-19 09:11:25;5;Тушь замечательная! Спасибо!;2;1
2022-08-19 09:10:32;1;Тушь ужасная. От нее чешутся глаза и ресницы получаются склееные.;3;1
2022-08-19 08:25:52;1;Ужасная туш;2;1
2022-08-19 06:48:10;1;Подделка (или, как принято говорить, реплика) ;4;1
2022-08-19 06:07:54;5;Самая любимая туш! Красит хорошо, свежая, не осыпается. ;1;0
2022-08-18 23:05:35;4;Кисточка какая то хлипкая, в прошлый раз была основательнее;3;0
2022-08-18 19:06:27;5;Честный отзыв) когда прочитала некоторые отзывы, побоялась, но все равно заказала) Мне очень нравится ! Ресницы очень длинные и за весь день тушь продержалась очень стойко ! Спасибо!!;7;0
2022-08-18 18:57:00;1;Пришла открытая без полиэтилена. На ресницы ложится с комочками, ресницы не разделяет, а склеивает, а про удлинение и говорить нечего.;4;0
2022-08-18 18:27:54;5;Тушь супер!!!;1;0
2022-08-18 17:18:03;5;Товар пришел целый, единственный минус не упакован(;2;0
2022-08-18 17:17:53;5;Мне нравится, беру не первый раз. Хороша щеточка расчёска!!!;1;0
2022-08-18 15:32:09;4;Тушь пришла никак не запечатанная;1;1
2022-08-18 15:23:19;5;"Пришла не та тушь, но выкупила. Здесь хоть была упакована в пленку, хоть какая-то защита от вскрытия. 
Тушь действительно удлиняющая, благодаря тонким силиконовым ворсинкам, которые набирают тушь в нужном объеме, распределяет по ресничкам, при этом не склеивая их, потому как еще и щеточка расчесывает их...но вот объема мне здесь не хватило. Не отпечатывается на веке во время прокрашивания ресниц, это плюс. Тушь свежая, не осыпается в течение дня и не течет.";3;5
2022-08-18 15:07:51;5;Спасибо. Упакован хорошо. Буду пробовать..;1;0
2022-08-18 13:55:56;1;Тушь пришла без упаковки и какой либо пленки, такое чувство что ей пользовались и не раз.;3;2
2022-08-18 13:54:20;5;Тушь понравилась, косточка супер, удлиняет, неосыпается, большое спасибо;3;0
2022-08-18 13:40:49;5;Лучшая из лучших.удлиняет оооооочень!!!!;1;0
2022-08-18 11:39:26;5;Лучшая тушь)));0;1
2022-08-18 11:35:57;5;Тушь супер, не осыпается, удлиняет, реснички не слипаются.;0;0
2022-08-18 10:23:28;5;Тушь пришла хорошо упакованная, не высохшая, свежая. Срок годности хороший. Рекомендую!;0;0
2022-08-18 10:10:05;2;Тушь пришла без какой либо упаковки. Странно  как-то.;3;1
2022-08-18 09:44:33;3;Неплохо, но могло быть и лучше ;0;3
2022-08-18 08:48:08;5;Хорошая тушь.;0;0
2022-08-18 07:49:01;3;Пришла не запакованая,без плёнки,как будто кто-то пользовался, выкупила;1;0
2022-08-18 06:30:33;5;Тушь отличная, посоветовала подруга. Быстро красит и получается не только длина, но и объём ❤️;0;0
2022-08-17 23:12:15;5;Тушь Телескопик покупаю не первый раз, она лучшая для удлинения ресниц. Удлиняет, разделяет, не склеивает. Щеточка длинная и тоненькая, силиконовая, хорошо прокрашивает каждую ресничку. Наношу в два слоя, держится целый день, не смазывается и не осыпается, смотрится красиво, глаза кажутся больше;5;2
2022-08-17 21:26:01;5;Все супер ;0;0
2022-08-17 18:00:21;1;Пришла без какой-либо упаковки, поэтому сразу поехала обратно.;6;0
2022-08-17 17:50:09;5;Хорошая тушь, разницы в качестве покупая ее же в летуале и заказав сейчас на вб не заметила;1;0
2022-08-17 17:08:52;3;Нет собственной упаковки как в магазине, как узнать что ей не пользовались?🤣;1;0
2022-08-17 16:08:15;5;Лучшая тушь, которой я когда-либо пользовалась.;1;0
2022-08-17 15:47:22;5;пришла без упаковки,  ощущение что кто то пользовался ей уже;3;0
2022-08-17 14:44:50;5;Самая лучшая тушь в моей жизни;2;0
2022-08-17 14:16:05;5;Моя любимая, самая лучшая ;1;0
2022-08-17 11:46:40;5;Класс👍👍👍👍👍;1;0
2022-08-17 09:31:03;1;У меня полный шок! Эта тушь подделка!вы что издеваетесь!? Убогий пластик, нет слюды, надписи всё кривые;1; 
2022-08-17 09:20:58;5;Моя любимая супер тушь!;0;0
2022-08-17 00:28:42;5;Все в порядке ;0;0
2022-08-17 00:09:28;4;Мне понравилась тушь от оригинала особо не отличается, только приемлемой ценой 446₽;1;0
2022-08-16 23:35:35;5;Третий раз заказываю эту тушь, оочень нравиться;0;0
2022-08-16 22:45:26;4;Тушь хорошая. Пришла без упаковки. Вообще такие вещи нужно упаковывать.;1;0
2022-08-16 22:22:11;5;"К туши телескопик присматривалась уже давно, но всё никак не решалась её купить, как оказалось зря. Эффект мне очень понравился, прекрасное удлинение и разделение. Щёточка очень удобная, наконец-то при нанесении туши я не пачкаю веко. А ещё она не сыпется и не отпечатываются в жару, при этом смывается очень легко средством для снятия макияжа. 
К доставке тоже претензий нет, тушь пришла в запаянном пакете. ";3;2
2022-08-16 22:02:51;5;Только этой тушью и пользуюсь;0;0
2022-08-16 21:41:21;5;Много лет не изменяю этой туши! Моя самая любимая❤️ Беру у этого продавца на первый раз, остаюсь довольна👍🏽;1;0
2022-08-16 21:28:54;5;Тушь одна из любимейших - мне важно удлинение без склеивания ресничек, не люблю «паучьи лапки». Эта тушь отвечает всем требованиям: легко наносится, придаёт длину, естественный изгиб, разделяет, без проблем смывается мицелляркой. Не осыпается и не размазывается в течение дня! Наношу зигзагообразыми движениями, тоненькой кисточкой это делать особенно удобно. Мне хватает одного слоя - получается повседневный вариант, на вечер можно наслоить и реснички получаются более объёмными.;1; 
2022-08-16 19:49:03;3;Тушь пришла без упаковки. Это очень сомнительно. Могла быть кем-то открыта. Больше не закажу, дойду до магазина ;4;0
2022-08-16 17:31:44;5;Тушь очень хорошая, спасибо;0;0
2022-08-16 15:57:22;5;Тушь для ресниц - неотъемлемая часть моего макияжа. Попробовала огромное количество туши с абсолютно разными щеточками, телескопик была одной из первых. И что могу сказать? Она также прекрасна, как и раньше, и все ещё в числе фаворитов. Красиво разделяет ресницы, удлиняет и создаёт изысканный эффект. Кстати, наношу ее в один слой, если делаю натуральный мэйк без сильных акцентов. В общем, это моя любовь);3;5
2022-08-16 15:45:02;5;Тушь понравилась, не осыпается;0;0
2022-08-16 14:56:31;5;тушь крутая,но без упаковки (;3;1
2022-08-16 14:27:31;1;Ужасное нанесение, как лапы паука. Из-за этого ресницы тяжелые и торчат, как палки. Смывается только средством;4;2
2022-08-16 14:17:04;5;Брала тушь в первый раз и не разу не пожалела. Тушь удлиняет реснички, наношу в два слоя, эффект получается наращенных ресниц. Очень красиво смотрится, глазки становятся распахнутыми и большими. Еще один плюс, что тушь в течении дня не осыпается и не отпечатывается на веке.;4;2
2022-08-16 14:11:01;4;Тушь хорошая. Но не было никакой упаковки, поэтому снимаю звезду.;1;1
2022-08-16 12:07:07;3;Не похожа на оригинал, в обтяжке, приоткрыта, без слюды на донышке, отказ.;6;1
2022-08-16 10:46:55;5;Моя любимая , беру здесь тушь 5й раз , упаковано хорошо;0;1
2022-08-15 23:02:40;5;Тушь круто удлиняет мои короткие реснички в 1 слой! Тонкая силиконовая кисточка прокрашивает идеально даже самые короткие ресницы. ;9;6
2022-08-15 20:47:28;5;Спасибо большое. Туш  очень хорошая. Удлиняет и не оставляет отпечаток. Очень довольна.;1;4
2022-08-15 20:29:15;5;Обалденная тушь!удлиняет раза в три!не ожидала такого)большое спасибо;3;3
2022-08-15 19:01:05;5;Мне понравилась тушь, жирненькая, не сухая. Кисть тонкая, на любителя, мне лично такая очень подходит. Я довольна.;4;1
2022-08-15 18:14:22;1;Буду снижать звёзды пока до производителя не дойдёт, что такой товар должен быть тщательно упакован!!!!!! ;2; 
2022-08-15 17:30:10;1;Сама тушь супер. Но , звёзды сняла за отсутствие упаковки, ее нет совсем, нет гарантий, что тушью не пользовались!;2; 
2022-08-15 16:57:51;4;Супер.мне  Мне очень понравилось;0;0
2022-08-15 16:50:38;4;Хорошая , удлиняет ;1;0
2022-08-15 15:40:03;2;Я очень расстроена. Тушь не упакована совсем. Гарантии, что ею не пользовались нет ни какой.;1; 
2022-08-15 13:07:30;5;Хорошая всегда беру.;1;0
2022-08-15 12:47:45;1;К самой туши претензий нет, все портит кисточка, она не круглая, а четырёхгранная, красить нижние ресницы просто ооооочень не удобно. ;5;2
2022-08-15 12:41:36;5;Моя любимая тушь, супер удлинение и глянцевый чёрный цвет. ;5;0
2022-08-15 12:35:07;4;Хорошая тушь. Оценку снизила, потому что не упакована!;7;0
2022-08-15 12:23:55;5;Беру третий раз,  моя любимая тушь!;3;0
2022-08-15 11:03:58;4;Тушь удлинняет отлично, жирненькая. То что она без упаковки конечно расстроило. А так качество хорошее.;3;0
2022-08-15 10:18:38;5;Лучшая тушь!;3;0
2022-08-15 07:58:48;5;Тушь-бомба👍;2;0
2022-08-15 05:51:25;1;Без упаковки. Ощущение, что подделка . Советую выбрать другого продавца ;1; 
2022-08-14 23:07:12;3;Без упаковки, что очень расстраивает.;7;0
2022-08-14 22:23:54;5;Хорошая тушь. Советую, кисточка тоненькая ;1;0
2022-08-14 20:08:04;1;Тушь пришла без упаковки! Вскрытая! Безобразие!;1; 
2022-08-14 19:27:21;1;Упаковки нет вообще, но думаю продавца это не смущает. Я почитала отзывы других людей, к сожалению, поздно, продавец не ответил ни на один из них... Не берите, посмотрите у другого продавца;1; 
2022-08-14 18:55:35;5;хорошо удлиняет;1;0
2022-08-14 16:06:19;1;упаковка открытая, пришло в прозрачном пакете, который тоже был вскрыт, упаковщикам позор и сжечь квартиру😘😘;1; 
2022-08-14 15:33:39;3;Товар получила. Спасибо.;1;5
2022-08-14 15:08:23;5;Попробовала у мамы и заказала себе такую же, спасибо ❤;0;0
2022-08-14 13:39:27;1;Тушь совсем плохая склеивает ресницы …;7;2
2022-08-14 12:45:59;5;Всё ок, беру не в первый раз;0;0
2022-08-14 12:40:55;5;Тушь хорошая, думаю оригинал , красит отлично ;1;1
2022-08-14 09:03:46;2;тушь не была запечатана, поэтому нет возможности понять новая она или нет;5;1
2022-08-14 07:08:40;1;Тушь подделка,сравнила с той ,которая была куплена в рив гош, берегите глаза.;1; 
2022-08-13 22:45:11;3;Со своей задачей справляется на «ура»,нооооооо  У Ж А С Н Ы Й запах ;2;0
2022-08-13 18:25:19;1; Данной тушью пользуюсь постоянно, знаю какая она должна быть, пришла подделка;1; 
2022-08-13 17:50:36;1;Приходил без должной упаковки .  Ещё и трещина посередине! Очень не герметично . Срок годности такого продукта явно на нуле ! ;9;4
2022-08-13 16:21:12;2;Пришла без упаковки, для таких товаров неприемлемо.;1; 
2022-08-13 13:28:40;3;Тушь красит отлично, реснички от неё огонь 🔥 но вот беда в том, что при попадании в глаза вызывает аллергическую реакцию 🤧 это расстраивает… сначала грешила на мицелярную воду (поменяла воду) симптомы остались☹️с другой тушью никогда такого не было. Больше заказывать не буду.;5;2
2022-08-13 11:42:23;1;Получила разочарование! Мало того, что тушь пришла без этикетки, так ещё и испортила мне глаза! Месяца лечилась у акулиста. Милые дамы, мой вам совет - покупайте косметику только в проверенных местах. ;2; 
2022-08-13 11:41:00;1;Тушь пришла без упаковки, красит ужасно;9;0
2022-08-12 22:46:17;5;Хорошая тушь.;1;0
2022-08-12 22:23:32;5;Любимая тушь;0;1
2022-08-12 21:43:00;5;Хорошая тушь и цена;0;2
2022-08-12 20:17:47;1;Тушь без слюды получила. Впечатление не очень(((( не оригинал это точно. Обижена(((;1; 
2022-08-12 19:46:40;5;Тушь доставили в упаковке, всё прекрасно.;1;3
2022-08-12 17:55:58;5;Тушь просто бомба. Соответствует своей цене. Мне очень понравилась.;1;1
2022-08-12 17:02:20;5;Любимая тушь :);0;1
2022-08-12 15:12:24;5;Давно пользуюсь, очень понравилась;0;1
2022-08-12 14:23:19;5;Тушь эта мне нравится, беру третий раз. Черная, ресницы не слипаются. ;0;1
2022-08-12 12:36:04;5;Добрый день! Никогда раньше не пользовалась этой тушью. Но от многих слышала, что эта тушь самая популярная в бренде и занимает первое место в мире по покупаемости. Решила тоже купить,  цена роскошная. Не пожалела ни разу! Восхитительный результат! Такие длинные ресницы получаются!😍👍 У кого короткие и не хватает длины, рекомендую! Хорошо держится, не осыпается и не размазывается. Теперь эта тушь мой фаворит! Пришла целая, в упаковке и запечатана наклейкой.;7;1
2022-08-12 12:11:20;5;Туш классная, всегда ей пользуюсь. Спасибо;0;1
2022-08-12 11:43:54;4;"Нормальная тушь
";0;1
2022-08-12 10:57:24;1;Нет срока годности, бессрочно? Это смешно. Безобразие.;6;0
2022-08-12 10:03:14;5;Упакована отлично , самая любимая тушь . Заказываю третий раз . ;0;1
2022-08-12 08:47:46;5;Тушь отличная, ресницы удлиняет. Пришла хорошо упакована.;1;1
2022-08-12 08:38:41;1;Пришла тушь без защитной слюды , отказ ;6;0
2022-08-12 08:23:57;5;Заказывю не первый раз. Доставка быстрая, а тушь это моя самая любимая.;0;1
2022-08-12 07:20:50;5;Хорошая тушь, очень нравится!!! Рекомендую заказывать у этого поставщика!!!;0;1
2022-08-12 00:37:28;5;Более 15 лет пользуюсь только этой тушью, лучше для меня нет.;1;1
2022-08-12 00:19:22;5;Даёт ресницам заметное удлинение, а силиконовая щёточка удобная - равномерно наносит тушь на ресницы. Не осыпается и не отпечатывается на моих жирных веках в течение дня. Считаю, что среди бюджетных тушей это одна из самых достойных. Теперь я понимаю, почему у неё так много поклонниц. ;7;9
2022-08-11 22:27:04;3;Приходит второй раз не заклеенная. ;4;0
2022-08-11 20:46:47;5;Отличная тушь! Хорошо наносится, удлинняет ресницы.;0;1
2022-08-11 18:25:53;1;Тушь пришла без защитной слюды, значит на пункте выдачи её уже вскрывали. Это недопустимо! Может уже и пользовались. Какая мерзость. Что за отношение к покупателям? Выброшу в мусорную корзину;7;0
2022-08-11 18:07:42;1;Получила пустой тюбик из под туши;5;0
2022-08-11 17:39:22;5;Поступила быстро. Заказываю не первый раз. Тушь отличная.;0;1
2022-08-11 17:10:21;5;Любимая тушь.;0;1
2022-08-11 16:58:38;1;Тушь пришла не упакована. Как кто-то свою отдал. Ни сроков хранения. Ничего нет. Всякую фигню продают. Ужас.;1; 
2022-08-11 16:01:48;5;На внешний вид пока все ок,открою позже,так как старая ещё не закончилась. Моя самая любимая тушь,вне сравнении с другими. Спасибо 🖤;0;1
2022-08-11 11:16:21;5;Пришла в отличном состоянии, в деле ещё не пробовала, дополню чуть позже! ❤️;1;5
2022-08-11 09:10:09;5;👍хорошая и срок норм;0;1
2022-08-11 08:47:17;2;Не понравилась! Отпечатывается на веках и осыпается!;1;1
2022-08-11 07:03:35;4;Тушь хорошая, но пришла без упаковки и была вскрыта,-пользовались-неприятно.;2;0
2022-08-11 06:43:08;4;Тушь нормальная. Вау эффекта нет. Склеивает ресницы сильно лично у меня;2;4
2022-08-10 21:45:47;5;"Вы только посмотрите какой крутой эффект❤️‍🔥 Я думала, что моим ""коротышам"" ресницам уже ничего не поможет😂 А тут все сразу стало понятно после первого нанесения👍🏼 Тушь меня очень порадовала💓";1; 
2022-08-10 17:40:29;1;Пришла подделка;6;0
2022-08-10 17:34:49;5;Отличная тушь, советую всем;0;2
2022-08-10 15:41:24;5;Тушь пришла быстро, оригинал, в пакете просто. Т.к бренд отказывается от доп.упаковки (я считаю это вполне логично в наше время). У меня восточный разрез глаз, и сложно в принципе подобрать тушь хорошую), но с этой щёточкой прям классный эффект получается, сначала текстуры на щёточке много, довольно сложно наносить, но потом когда привыкаешь, просто все уже на автомате. Ресницы супер удлиняет, не пачкает веко, в течение дня не осыпается. Смываю я мицеллярной водой Bioderma и затем гидрофилкой,  но это моя история ухода) в общем я осталась довольна результатом. Фото не судите строго, мне довольно сложно показать результат на моих глазах)) спасибо Лореаль, с этой тушью у меня реально появились ресницы, учитывая ещё, что я ношу очки, взгляд прям ярче становится!;2; 
2022-08-10 14:49:20;1;Ужасная подделка! Без упаковки и контроля вскрытия!;4;0
2022-08-10 11:31:43;5;лучшая тушь;2;2
2022-08-10 10:48:14;5;Тушь хорошая , реснички становятся длинными и красивыми. Спасибо продавцу , закажу ещё обязательно .;0;1
2022-08-10 10:13:33;5;Тушь идеальна! Заказываю уже 3-й раз. ;0;1
2022-08-10 10:07:18;5;Самая лучшая 🥰👍👍👍👍;1;0
2022-08-10 06:33:26;5;Классная, удлиняет;0;0
2022-08-09 22:37:01;5;Люблю эту тушь. Удлинение на 5;0;0
2022-08-09 21:40:58;3;Тушь как тушь . Разницы с другими фирмами  не увидела. При намокания глаза начинают щипать, а это очень странно ! Пришло не запакованное совершенно  ;2;0
2022-08-09 19:33:39;1;Жидкая, пачкает, ужасная.;4;0
2022-08-09 19:02:05;5;Как всегда класс!! ;0;2
2022-08-09 18:34:23;5;Тушь пришла запечатанная, до меня никто не открывал. По качеству - традиционно на высоте! Ожидаемый эффект туши Телескопик - шикарное удлинение ресниц! Срок годности хороший, до 2025 года. Спасибо! Рекомендую!;2;0
2022-08-09 18:26:13;5;Классная тушь, что тут ещё сказать 🔥🔥🔥;1;5
2022-08-09 17:46:19;5;Тушь отличная;0;2
2022-08-09 16:29:16;5;Лучшая тушь!;1;2
2022-08-09 16:27:31;5;Тушь отличная. Не первый раз покупаю. ;0;2
2022-08-09 16:07:27;5;Решила попробовать легендарную тушь от Лореаль и не ошиблась, она гениальная!🔝🔝🔝 Во-первых, она подошла моим супер чувствительным глазам, не осыпается в течение дня, не отпечатывается, я ее вообще не чувствую на глазах. Во-вторых, у неё очень удобная щетка, не колит веко, тонко наносит, прочесывает ресницы и не склеивает, подкручивает мои упрямо смотрящие вниз ресницы. Объём начинается со второго слоя нанесения. Комочков и волокон в ней нет. Жалею, что не покупала ее раньше! Рекомендую 👍;1; 
2022-08-09 14:26:17;4;Тушь пришла открытая;1;1
2022-08-09 13:29:38;5;Тушь супер! Легко смывается , ни комочков. Рекомендую ;0;0
2022-08-09 13:10:31;5;Моя любимая тушь! Пользуюсь уже не первый год. Удлиняет и не склеивает ресницы. Пришла в хорошей упаковке, свежая. ;1;0
2022-08-09 12:52:28;5;Тушь супер!!!;0;0
2022-08-09 12:08:37;5;Мне подошла и очень понравилась ваша тушь. Огромное спасибо.;0;0
2022-08-09 11:26:35;5;Хороший товар ;0;0
2022-08-09 10:31:02;5;Покупал тушь матери, по приемлемой цене (551 рубль). Она довольна, рекомендую.;0;0
2022-08-09 09:27:32;5;Быстрая доставка!;0;0
2022-08-08 23:04:48;4;Снизила одну звезду за то, что наклейку прилепили прямо на тушь, теперь на месте этой надклейки остался след, выглядит не очень комильфо. На деле тушь не пробовала, надеюсь на лучшее ;1;0
2022-08-08 21:37:42;3;Тушь уже не  та, что была раньше.  Ресницы плохо разлеляет и не удлиняет совсем. Может,  подделка.;2;0
2022-08-08 21:22:56;1;Сыпится и размазывается, никакого объёма нет, только удлинение и склеивание ресниц.;1;1
2022-08-08 20:52:21;5;Удлинила/разделила! Что и требовалось 👍;2;4
2022-08-08 19:52:43;5;Давно пользуюсь этой тушью. Удлиняет и разделяет ресницы. Супер. ;0;0
2022-08-08 19:25:48;2;Пришла без упаковки в полителене. Впечатление не очень.;2;0
2022-08-08 18:36:30;5;Беру не в первый раз.Нравится.Рекомендую.;0;0
2022-08-08 17:21:19;5;Отличная тушь! Раньше похожая тушь с узкой щеточкой была у Chanel. А эта тушь такая же классная, только стоит в несколько раз дешевле. Я очень довольна!;1;0
2022-08-08 14:51:08;5;Очень хорошая тушь.;0;0
2022-08-08 14:03:19;5;Тушь огонь.спасибо большое.беру не первый раз,хватает на год при нечасто использовании;1;0
2022-08-08 10:50:59;3;Тушь не запокована;2;2
2022-08-08 10:38:55;3;Тушь пришла хорошо упакована. Но не понравилась щётка.;0;1
2022-08-08 09:33:47;5;Тушь супер, прокрашивает все реснички! Один минус - при сильной жаре отпечатывается на верхнем веке.;2;0
2022-08-08 07:35:18;5;Уже много лет покупаю эту тушь, она отлично удлиняет. На вб решилась заказать ее впервые. Ничем не отличается от товаров представленных в магазинах косметики. ;0;0
2022-08-08 07:29:20;1;Тушь ужасная. Ресницы слипаются, кисточка очень редкая. ;0;1
2022-08-08 05:23:37;5;Отличный товар;0;0
2022-08-07 23:54:53;5;"Долго думала заказывать или нет, так как отзывы здесь не очень. 
Всё же, как-то, решилась и не жалею. 
Тушь пришла в упаковке. Сама она жидкая, да, но можно наловчиться)";1;0
2022-08-07 21:13:59;4;Удлиняет и правда очень хорошо, но склеивает реснички, что приходится потом разделять их;0;0
2022-08-07 19:55:02;5;Тушь отличная, спасибо!!!👍;1;0
2022-08-07 19:06:03;5;Тушь пришла отличная. Как в магазине, разницы нет абсолютно. Советую к покупке.;0;0
2022-08-07 18:43:20;4;Пойдёт, нормальная тушь;0;0
2022-08-07 16:57:41;5;Великолепная тушь. Рада, что ее до сих пор производят Пользуюсь ей много лет.. Не сухая, и очень долго не сохнет. Без комочков. Даже старую выбросить жаль. Упаковка безукоризненна. Большое спасибо.;2;0
2022-08-07 16:47:43;1;Пришла без упаковки и без туши.;3;1
2022-08-07 13:14:21;5;Рекомендую!!!;0;0
2022-08-07 12:18:04;5;Тушь прекрасная. У неё такая удобная тонкая и гибкая щёточка, которая позволяет прокрасить абсолютно все ресницы. Удлиняет, разделяет и подкручивает. Не осыпается и не размазывается под глазами. ;1;1
2022-08-07 09:15:14;5;Превосходная тушь. Кисточка, запах, консистенция соответствуют. Пользуюсь 10 лет. Здесь покупаю 2-й раз. Оба раза без осечки. Спасибо) ;1;0
